"ranking","problema","descricao","desenvolvimento","arquivo_fonte","nota_dor_financeira","ponderada_dor_financeira","nota_gambiarras","ponderada_gambiarras","nota_frequencia","ponderada_frequencia","nota_urgencia","ponderada_urgencia","nota_dor_tempo","ponderada_dor_tempo","nota_risco","ponderada_risco","nota_frustracao","ponderada_frustracao","nota_consequencia_erro","ponderada_consequencia_erro","nota_observabilidade","ponderada_observabilidade","nota_clareza_persona","ponderada_clareza_persona","nota_tam","ponderada_tam","nota_crescimento","ponderada_crescimento","nota_monopolio_local","ponderada_monopolio_local","nota_amplitude","ponderada_amplitude","nota_escala_nao_linear","ponderada_escala_nao_linear","nota_ticket","ponderada_ticket","nota_expansao","ponderada_expansao","nota_penetracao_digital","ponderada_penetracao_digital","nota_internacionalizacao","ponderada_internacionalizacao","nota_dep_infraestrutura","ponderada_dep_infraestrutura","nota_timing_tech","ponderada_timing_tech","nota_timing_regulatorio","ponderada_timing_regulatorio","nota_mudanca_comportamental","ponderada_mudanca_comportamental","nota_pressao_macro","ponderada_pressao_macro","nota_janela","ponderada_janela","nota_acesso_usuarios","ponderada_acesso_usuarios","nota_velocidade_validacao","ponderada_velocidade_validacao","nota_facilidade_mvp","ponderada_facilidade_mvp","nota_mudanca_habito","ponderada_mudanca_habito","nota_dados_disponiveis","ponderada_dados_disponiveis","nota_aha_moment","ponderada_aha_moment","nota_multiplos_lados","ponderada_multiplos_lados","nota_feedback","ponderada_feedback","nota_wtp","ponderada_wtp","nota_clareza_pagador","ponderada_clareza_pagador","nota_orcamento","ponderada_orcamento","nota_ciclo_vendas","ponderada_ciclo_vendas","nota_recorrencia","ponderada_recorrencia","nota_poder_preco","ponderada_poder_preco","nota_cac","ponderada_cac","nota_ausencia_monopolios","ponderada_ausencia_monopolios","nota_efeito_rede","ponderada_efeito_rede","nota_switching_cost","ponderada_switching_cost","nota_dados_proprietarios","ponderada_dados_proprietarios","nota_diferenciacao_10x","ponderada_diferenciacao_10x","nota_fragmentacao","ponderada_fragmentacao","nota_tarpit","ponderada_tarpit","nota_risco_legal","ponderada_risco_legal","nota_platform_risk","ponderada_platform_risk","nota_alinhamento_ods","ponderada_alinhamento_ods","subtotal_1_dor_comportamento","pct_1_dor_comportamento","subtotal_2_mercado_escala","pct_2_mercado_escala","subtotal_3_timing","pct_3_timing","subtotal_4_validacao_lean","pct_4_validacao_lean","subtotal_5_monetizacao","pct_5_monetizacao","subtotal_6_defensibilidade","pct_6_defensibilidade","subtotal_7_riscos_fatais","pct_7_riscos_fatais","total_geral","max_total","pct_total"
"136","Conflito Sistêmico #100: A Interseção Varejo e GLP-1 x Infraestrutura Física Urbana","Quando os paradigmas de Varejo e GLP-1 colidem violentamente com as fricções do mercado de Infraestrutura Física Urbana nas economias em desenvolvimento, o modelo importado falha. Os custos sobem exponencialmente e a regulação analógica não sabe como categorizar a nova ruptura, isolando cidadãos fora do eixo principal da economia.","Sem adaptação nativa para as regras locais, empresas sangram dinheiro na tentativa e erro. A inovação exige a construção de 'Middlewares Sociais' — pontes entre hardware durável, legislações flexíveis governamentais e a criação de Agentes de IA hiper-localizados que atuem como escudos contra a precarização importada. Oportunidade: Criação de ecossistemas descentralizados (GovTechs/Fintechs regionais) que blindam a infraestrutura crítica.","100_novos_problemas_fase_5.csv","7","35","5","25","6","30","5","20","7","28","5","20","6","24","5","20","7","21","7","21","8","40","8","40","6","24","5","15","7","28","6","18","6","18","5","15","4","8","3","6","9","45","8","40","6","24","6","24","8","32","6","30","4","20","4","16","5","20","5","15","5","15","6","18","6","18","5","25","6","30","6","24","3","9","6","18","5","15","5","15","7","28","5","20","5","20","5","15","9","27","6","12","7","35","4","16","8","32","5","15","244","59.5","212","62.4","165","75.0","152","50.7","136","52.3","122","61.0","98","61.3","1129","1890","59.7"
"137","Gargalo no Licenciamento Ambiental de Linhas de Transmissão","A expansão da energia limpa é travada pela burocracia e conflitos de uso da terra durante o licenciamento.","A transição energética requer triplicar a malha de transmissão, mas cada linha cruza zonas de proteção ou comunidades, levando a litígios. Oportunidade: GovTechs e RegTechs que automatizam estudos de impacto usando Large Spatial Models e imagens de satélite multiespectrais.","100_novos_problemas_sociedade_aprofundados.csv","5","25","6","30","5","25","5","20","8","32","7","28","6","24","5","20","6","18","6","18","8","40","10","50","6","24","5","15","6","24","6","18","6","18","5","15","5","10","3","6","6","30","8","40","6","24","7","28","7","28","6","30","5","25","2","8","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","3","9","6","18","5","15","6","18","7","28","6","24","5","20","5","15","9","27","6","12","6","30","4","16","7","28","8","24","240","58.5","220","64.7","150","68.2","156","52.0","139","53.5","126","63.0","98","61.3","1129","1890","59.7"
"138","Risco Vital em Hospitais por Falhas de Energia","Hospitais e infraestruturas críticas dependem de geradores a diesel obsoletos em um cenário de falhas crônicas de rede.","A digitalização médica (telemedicina, cirurgias assistidas, monitoramento digital) diminuiu a tolerância a apagões para zero. Oportunidade de problem-solving: serviços de resiliência as-a-service, combinando baterias industriais, software de gestão de carga e painéis solares para infraestrutura crítica.","100_novos_problemas_sociedade_aprofundados.csv","5","25","6","30","5","25","6","24","5","20","9","36","6","24","5","20","6","18","6","18","10","50","8","40","6","24","5","15","6","24","6","18","6","18","6","18","5","10","3","6","6","30","5","25","6","24","7","28","6","24","6","30","6","30","1","4","6","24","6","18","5","15","5","15","6","18","6","30","6","30","6","24","5","15","7","21","8","24","5","15","7","28","6","24","5","20","5","15","6","18","6","12","6","30","4","16","7","28","10","30","240","58.5","223","65.6","131","59.5","154","51.3","159","61.2","117","58.5","104","65.0","1128","1890","59.7"
"139","Conflito entre agricultura irrigada e abastecimento urbano","Cidades e polos agrícolas disputam o mesmo recurso hídrico em bacias críticas, gerando tensão social e econômica.","A expansão de culturas intensivas em água, como algumas commodities de exportação, somada à priorização histórica do agronegócio e à falta de governança integrada de bacias, faz com que períodos de seca e eventos extremos rapidamente obriguem autoridades a escolher entre produção de alimentos e água para consumo humano.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","6","24","5","20","6","24","6","24","6","24","6","18","6","18","10","50","6","30","6","24","5","15","6","24","6","18","6","18","5","15","6","12","5","10","6","30","7","35","6","24","8","32","6","24","6","30","5","25","5","20","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","6","18","7","28","5","20","5","20","5","15","6","18","6","12","6","30","6","24","6","24","10","30","232","56.6","216","63.5","145","65.9","168","56.0","145","55.8","113","56.5","108","67.5","1127","1890","59.6"
"140","Tensão social em torno do custo da transição energética","Investimentos em rede, renováveis e adaptação climática pressionam tarifas de energia e geram resistência política.","A necessidade de centenas de bilhões em reforços de rede e nova capacidade coincidiu com ciclos de juros altos e orçamento público limitado; sem mecanismos claros de distribuição de custos e benefícios, consumidores percebem apenas aumentos de conta, alimentando narrativas anti-transição e atrasando medidas urgentes de resiliência.","100-200 oportunidades_problemas.csv","8","40","5","25","6","30","6","24","5","20","6","24","6","24","5","20","7","21","7","21","9","45","9","45","6","24","5","15","6","24","6","18","6","18","5","15","5","10","3","6","6","30","5","25","6","24","9","36","6","24","6","30","5","25","3","12","5","20","6","18","5","15","5","15","6","18","6","30","6","30","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","6","18","6","12","6","30","5","20","7","28","8","24","249","60.7","220","64.7","139","63.2","153","51.0","147","56.5","117","58.5","102","63.7","1127","1890","59.6"
"141","Corridas Bancárias Engatilhadas por Desinformação Algorítmica (Deepfakes)","Notícias falsas ou áudios gerados por IA sugerindo que um banco quebrou podem viralizar em minutos, gerando saques em massa pelo celular que falem a instituição.","Com a velocidade do banco digital, o colapso sistêmico ocorre antes do desmentido oficial. Oportunidade: sistemas de Circuit Breaker ativados por IA nos bancos centrais e protocolos de contenção de fluxo financeiro baseados em análise de sentimento de redes sociais.","100_novos_problemas_fase_2.csv","6","30","5","25","6","30","6","24","5","20","6","24","5","20","6","24","7","21","7","21","8","40","7","35","6","24","6","18","8","32","6","18","6","18","6","18","5","10","6","12","6","30","5","25","6","24","6","24","7","28","6","30","6","30","5","20","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","5","15","8","24","5","15","6","18","7","28","6","24","5","20","5","15","7","21","6","12","6","30","4","16","7","28","5","15","239","58.3","225","66.2","131","59.5","167","55.7","156","60.0","120","60.0","89","55.6","1127","1890","59.6"
"142","Risco Extremo na Nuvemização de Dados Genômicos","Milhões de perfis de DNA de clientes de saúde 3.0 estão armazenados em nuvens corporativas de big techs alvos de espionagem estatal e hackeamento bio-terrorista.","Roubar senhas é crime financeiro; roubar sequenciamento genético ameaça a segurança biológica e permite bioprofiling em escala. Oportunidade: startups de cibersegurança genômica utilizando Computação Multipartidária Segura e Criptografia Totalmente Homomórfica (FHE) para análises biológicas cegas.","100_novos_problemas_fase_3.csv","6","30","5","25","5","25","5","20","5","20","8","32","5","20","5","20","7","21","7","21","10","50","7","35","6","24","6","18","8","32","6","18","6","18","6","18","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","3","12","6","24","6","18","5","15","6","18","6","18","7","35","6","30","6","24","5","15","8","24","8","24","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","1","4","7","28","8","24","234","57.1","233","68.5","131","59.5","160","53.3","167","64.2","116","58.0","86","53.8","1127","1890","59.6"
"143","O Vácuo Biológico do Fim da Disponibilidade de Primatas para Testes","Devido à restrição de exportações e pressão animal, a biotecnologia ficou sem estoque de macacos de laboratório, travando o lançamento de novas vacinas e curas.","A inovação das indústrias trilionárias esbarrou no gargalo da parede biológica não humana. Oportunidade: salto em ""Órgãos em Chip"" (Organs-on-a-chip) e desenvolvimento de Modelos Digitais de Biologia (Digital Twins Celulares) para substituir o teste vivo por simulações atômicas em supercomputadores.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","6","24","6","24","5","20","6","24","5","20","7","21","7","21","6","30","8","40","6","24","5","15","8","32","6","18","6","18","6","18","6","12","6","12","9","45","5","25","6","24","6","24","8","32","6","30","6","30","6","24","6","24","5","15","5","15","5","15","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","8","32","6","24","5","20","5","15","7","21","6","12","5","25","6","24","7","28","5","15","229","55.9","219","64.4","150","68.2","171","57.0","142","54.6","124","62.0","92","57.5","1127","1890","59.6"
"144","Colapso da Matriz Hidrelétrica Dependente Frente às Ondas de Calor Simultâneas","Com as secas esvaziando Itaipu e outras represas, e o calor forçando todos a ligarem o ar-condicionado na mesma hora, a rede entra em colapso absoluto (apagões) justamente no pico de letalidade térmica.","A água que move o Brasil secou no dia mais quente do ano, matando a rede inteira. Oportunidade: Baterias comunitárias massivas (Community Storage) instaladas sob praças públicas via concessão e o crescimento da energia solar descentralizada em favelas através de consórcios populares ('Solarização de Periferias').","100_novos_problemas_fase_5.csv","5","25","5","25","5","25","7","28","5","20","8","32","5","20","6","24","7","21","6","18","9","45","8","40","6","24","6","18","6","24","6","18","6","18","5","15","4","8","3","6","6","30","7","35","6","24","9","36","7","28","6","30","5","25","3","12","6","24","5","15","5","15","5","15","6","18","5","25","6","30","5","20","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","5","20","7","28","10","30","238","58.0","216","63.5","153","69.5","154","51.3","138","53.1","120","60.0","108","67.5","1127","1890","59.6"
"145","A Ruptura do Conhecimento da Medicina Tropical em Face aos LLMs Globais","Médicos em locais isolados fazem consultas ao ChatGPT, mas o modelo global ignora doenças endêmicas complexas (como variações de Leishmaniose ou Dengue hemorrágica local), sugerindo tratamentos baseados em guidelines de hospitais de Nova York.","A IA médica gringa mata o paciente na Amazônia. Oportunidade: Consórcios universitários treinando o 'Sovereign-Med-LLM', um modelo treinado cirurgicamente sobre a vasta base de dados secular das doenças parasitárias e tropicais do hemisfério sul para distribuição em postos de saúde de borda (Edge-computing offline).","100_novos_problemas_fase_5.csv","5","25","5","25","5","25","5","20","5","20","7","28","5","20","5","20","7","21","8","24","9","45","8","40","6","24","5","15","9","36","6","18","5","15","5","15","4","8","5","10","10","50","6","30","6","24","6","24","8","32","5","25","5","25","4","16","6","24","6","18","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","7","21","5","15","7","28","4","16","5","20","5","15","7","21","6","12","5","25","3","12","7","28","8","24","228","55.6","226","66.5","160","72.7","159","53.0","153","58.8","112","56.0","89","55.6","1127","1890","59.6"
"146","Desigualdade de acesso a tecnologias de adaptação no campo","Grandes produtores incorporam irrigação eficiente e clima-inteligente mais rápido que pequenos agricultores.","O custo de sensores, máquinas conectadas, sementes melhoradas e consultoria técnica ainda é proibitivo para segmentos menos capitalizados; sem políticas de difusão tecnológica e estrutura de assistência técnica robusta, pequenos produtores ficam mais expostos a perdas e à exclusão de mercados exigentes em resiliência climática.","100-200 oportunidades_problemas.csv","7","35","5","25","5","25","6","24","4","16","6","24","6","24","5","20","6","18","6","18","7","35","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","6","12","7","35","7","35","6","24","10","40","6","24","6","30","5","25","6","24","6","24","6","18","6","18","6","18","6","18","5","25","6","30","6","24","6","18","5","15","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","6","24","6","24","9","27","229","55.9","204","60.0","158","71.8","175","58.3","142","54.6","113","56.5","105","65.6","1126","1890","59.6"
"147","Ausência de cadeias circulares para metais estratégicos","Baixa taxa de reciclagem e reaproveitamento de metais críticos amplia pressão sobre novas frentes de extração.","Produtos eletrônicos, baterias e equipamentos industriais são desenhados sem pensar em desmontagem e recuperação de materiais de alto valor; falta regulação, incentivos econômicos e infraestrutura de logística reversa em escala, perpetuando um modelo linear de extração-descarte incompatível com limites físicos e metas climáticas.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","6","24","5","20","7","28","5","20","5","20","8","24","6","18","8","40","10","50","6","24","5","15","7","28","7","21","6","18","5","15","5","10","1","2","9","45","6","30","6","24","7","28","7","28","6","30","4","20","3","12","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","5","20","8","32","8","24","234","57.1","223","65.6","155","70.5","152","50.7","142","54.6","113","56.5","106","66.2","1125","1890","59.5"
"148","Subinvestimento em soluções descentralizadas de energia","Apesar do potencial de microgrids e geração distribuída, modelos de negócio e regulação ainda privilegiam estruturas centralizadas.","Barreiras regulatórias, incerteza sobre remuneração de serviços sistêmicos e dificuldade de financiamento travam projetos locais que poderiam aumentar a resiliência de comunidades a apagões; isso mantém a dependência de grandes redes, mesmo em regiões onde soluções locais seriam mais rápidas e eficazes.","100-200 oportunidades_problemas.csv","6","30","5","25","6","30","5","20","6","24","6","24","5","20","5","20","6","18","6","18","8","40","10","50","6","24","5","15","8","32","6","18","6","18","5","15","5","10","3","6","9","45","6","30","6","24","7","28","7","28","7","35","4","20","4","16","6","24","5","15","5","15","5","15","6","18","5","25","6","30","6","24","5","15","6","18","5","15","6","18","7","28","6","24","5","20","5","15","6","18","6","12","5","25","5","20","6","24","8","24","229","55.9","228","67.1","155","70.5","158","52.7","145","55.8","117","58.5","93","58.1","1125","1890","59.5"
